Bairro,Cidade,Estado,Valor do Imóvel,Quantidade de Cômodos,Tipo de Imóvel,Vagas de Garagem,Área (m²),Ano de Construção,Valor do Condomínio,Distância do Centro (km),Se tem Elevador,Se tem Piscina,Se está mobiliado,Idade_Imovel(Anos)
,Rio de Janeiro,RJ,510688.58,2,Casa,2,49.0,2023,,4.8,True,False,False,2
Barro Preto,Belo Horizonte,MG,438454.43,3,Apartamento,1,91.8,2006,1378.13,11.6,True,False,False,19
Savassi,Belo Horizonte,MG,803728.76,5,Apartamento,1,95.5,1991,599.22,7.7,True,False,False,34
Pampulha,Belo Horizonte,MG,777973.04,6,Apartamento,3,110.5,1980,735.39,10.5,True,False,False,45
Santana,São Paulo,SP,721391.83,4,Apartamento,1,94.5,1979,858.15,5.7,True,False,False,46
Pinheiros,São Paulo,SP,511261.74,4,Casa,1,99.0,1982,,11.0,True,False,True,43
Copacabana,Rio de Janeiro,RJ,566928.18,3,Apartamento,1,52.5,2000,423.55,2.7,True,False,True,25
Barro Preto,Belo Horizonte,MG,730167.27,4,Casa,0,71.7,1972,,1.4,True,False,False,53
Ipanema,Rio de Janeiro,RJ,608898.38,2,Casa,2,54.0,2020,,3.2,True,False,True,5
Savassi,Belo Horizonte,MG,637394.94,3,Casa,2,58.5,2012,,1.0,True,False,False,13
Centro,Belo Horizonte,MG,528749.12,2,Casa,0,58.8,1988,,5.4,True,False,True,37
Savassi,Belo Horizonte,MG,979560.52,4,Apartamento,1,89.0,1979,558.43,4.8,True,False,True,46
,Belo Horizonte,MG,910484.3,5,Casa,3,90.5,1981,,7.5,True,False,False,44
Santana,São Paulo,SP,769662.43,3,Apartamento,2,69.3,1986,401.06,2.2,True,False,True,39
Barro Preto,Belo Horizonte,MG,493024.58,4,Apartamento,2,93.9,2016,340.71,8.8,True,False,False,9
Moema,São Paulo,SP,538863.13,3,Casa,1,66.6,1994,,6.7,True,False,False,31
Barro Preto,Belo Horizonte,MG,524888.28,3,Casa,0,84.1,2006,,3.7,True,False,False,19
Leblon,Rio de Janeiro,RJ,803354.71,4,Apartamento,1,78.5,1998,525.67,1.3,True,False,False,27
Ipanema,Rio de Janeiro,RJ,727431.17,4,Casa,2,78.8,1994,,-1.2,True,False,False,31
Vila Mariana,São Paulo,SP,680401.98,4,Casa,1,86.1,1971,,3.9,True,False,False,54
Copacabana,Rio de Janeiro,RJ,340030.08,2,Apartamento,2,47.5,1985,1146.6,8.4,True,False,False,40
Pampulha,Belo Horizonte,MG,820654.57,5,Casa,2,84.7,2020,,8.1,True,False,False,5
Savassi,Belo Horizonte,MG,818553.9,4,Casa,1,76.7,1986,,6.4,True,False,True,39
Savassi,Belo Horizonte,MG,933515.62,4,Casa,2,102.1,1993,,4.0,True,True,True,32
Pinheiros,São Paulo,SP,380812.56,4,Casa,1,73.3,2006,,7.0,True,False,False,19
Pampulha,Belo Horizonte,MG,1207990.07,5,Apartamento,,109.7,1986,1225.61,2.8,True,False,False,39
Ipanema,Rio de Janeiro,RJ,813051.5,4,Casa,1,105.1,1970,,1.1,True,False,False,55
Copacabana,Rio de Janeiro,RJ,1182859.71,6,Casa,3,130.2,1999,,4.9,True,False,False,26
Leblon,Rio de Janeiro,RJ,829242.05,4,Casa,2,106.3,1990,,4.5,True,False,True,35
Barro Preto,Belo Horizonte,MG,1169265.2,3,Apartamento,2,93.2,1978,695.7,1.1,True,True,False,47
Barro Preto,Belo Horizonte,MG,588304.08,2,Apartamento,1,73.0,2020,1327.06,3.0,True,True,False,5
Pinheiros,São Paulo,SP,1098336.96,4,Casa,1,112.0,1970,,7.0,True,False,False,55
Botafogo,Rio de Janeiro,RJ,430291.75,2,Casa,,38.2,2006,,4.7,True,True,False,19
Santana,São Paulo,SP,438034.66,3,Apartamento,2,52.4,2006,726.26,8.7,True,True,True,19
Centro,Belo Horizonte,MG,604683.29,4,Apartamento,1,64.9,2003,1412.58,3.1,True,False,False,22
Pampulha,Belo Horizonte,MG,437441.71,3,Apartamento,2,74.7,1982,350.63,5.4,True,False,False,43
Santana,São Paulo,SP,567486.84,2,Casa,2,58.3,1998,,5.2,True,True,False,27
Barro Preto,Belo Horizonte,MG,806413.27,6,Casa,1,101.7,2012,,1.3,True,False,False,13
Copacabana,Rio de Janeiro,RJ,843562.39,3,Apartamento,,82.1,1991,1159.92,1.3,True,False,True,34
Copacabana,Rio de Janeiro,RJ,733187.69,4,Apartamento,,63.8,1993,1221.94,5.1,True,True,False,32
Pampulha,Belo Horizonte,MG,727273.73,3,Casa,1,86.4,2013,,6.7,True,False,False,12
Santana,São Paulo,SP,380720.87,4,Casa,0,65.4,1989,,3.0,True,False,False,36
Barro Preto,Belo Horizonte,MG,884880.64,5,Apartamento,2,,2016,511.81,4.2,True,False,False,9
Vila Mariana,São Paulo,SP,591109.09,4,Apartamento,2,68.1,1973,1242.29,6.7,True,False,True,52
Buritis,Belo Horizonte,MG,464832.66,3,Apartamento,1,88.4,1973,412.2,10.8,True,False,False,52
Buritis,Belo Horizonte,MG,762698.02,2,Apartamento,2,66.1,1981,518.47,2.1,True,True,False,44
Centro,Belo Horizonte,MG,935264.26,6,Apartamento,3,,1998,739.32,3.7,True,False,False,27
Buritis,Belo Horizonte,MG,314477.3,2,Casa,1,39.6,1984,,7.3,True,False,False,41
Moema,São Paulo,SP,631066.19,4,Casa,0,79.7,2016,,2.7,True,False,False,9
Ipanema,Rio de Janeiro,RJ,843207.65,4,Casa,1,85.0,1994,,4.6,True,False,True,31
Savassi,Belo Horizonte,MG,693051.08,5,Apartamento,1,110.3,1970,609.05,7.9,True,True,True,55
,Belo Horizonte,MG,491391.91,3,Casa,1,68.2,2021,,4.0,True,False,True,4
Savassi,Belo Horizonte,MG,1107290.24,6,Apartamento,1,124.0,1972,1336.35,5.6,True,False,True,53
Buritis,Belo Horizonte,MG,685666.8,5,Apartamento,3,91.0,1981,687.53,8.6,True,False,False,44
Barro Preto,Belo Horizonte,MG,320165.9,2,Casa,0,34.9,2009,,10.1,True,False,False,16
Pinheiros,São Paulo,SP,471158.36,2,Casa,2,70.1,2003,,10.8,True,False,False,22
Botafogo,Rio de Janeiro,RJ,445769.83,2,Apartamento,2,56.6,1999,369.66,2.8,True,False,False,26
Barro Preto,Belo Horizonte,MG,864442.3,6,Casa,3,108.4,1981,,6.0,True,False,False,44
Santana,São Paulo,SP,706574.13,3,Casa,1,76.8,1973,,1.7,True,False,False,52
,Rio de Janeiro,RJ,1093738.14,5,Casa,2,121.5,1989,,4.9,True,False,False,36
Pinheiros,São Paulo,SP,377975.79,2,Apartamento,1,57.5,1988,837.18,3.3,True,False,False,37
Buritis,Belo Horizonte,MG,575875.59,5,Casa,2,81.9,1979,,1.4,True,False,False,46
Moema,São Paulo,SP,910679.6,5,Apartamento,2,111.5,1981,545.95,10.1,True,False,False,44
Pampulha,Belo Horizonte,MG,665090.76,2,Casa,2,68.2,2023,,5.2,True,False,False,2
Leblon,Rio de Janeiro,RJ,541709.02,4,Apartamento,3,91.1,1981,538.6,3.3,True,False,True,44
Savassi,Belo Horizonte,MG,758263.63,2,Apartamento,0,74.9,2005,1426.13,-2.4,True,False,False,20
Tatuapé,São Paulo,SP,601749.45,4,Apartamento,,109.4,1998,1447.6,4.3,True,False,False,27
Pinheiros,São Paulo,SP,724909.52,3,Casa,,68.1,1995,,4.0,True,False,True,30
Vila Mariana,São Paulo,SP,783587.56,6,Casa,2,113.1,1981,,10.7,True,True,True,44
Pinheiros,São Paulo,SP,1025652.67,6,Apartamento,1,117.1,1970,910.05,12.3,True,False,True,55
Leblon,Rio de Janeiro,RJ,648082.13,5,Casa,1,81.5,1980,,2.1,True,True,False,45
Botafogo,Rio de Janeiro,RJ,897574.5,4,Casa,0,85.4,1976,,5.4,True,True,False,49
,Rio de Janeiro,RJ,821816.84,3,Casa,1,90.6,2012,,6.9,True,False,False,13
Barro Preto,Belo Horizonte,MG,389866.59,3,Apartamento,2,46.1,1977,1399.6,9.4,True,True,False,48
Vila Mariana,São Paulo,SP,691433.82,4,Casa,2,75.9,1981,,-0.0,True,False,True,44
Buritis,Belo Horizonte,MG,954360.54,5,Apartamento,3,96.9,2005,557.21,2.1,True,True,False,20
Pinheiros,São Paulo,SP,623810.51,4,Casa,1,87.4,1993,,3.0,True,False,False,32
Ipanema,Rio de Janeiro,RJ,174250.3,2,Casa,2,21.2,1974,,12.3,True,False,False,51
Pinheiros,São Paulo,SP,252674.73,2,Casa,1,34.2,1974,,4.5,True,True,False,51
Tijuca,Rio de Janeiro,RJ,500473.4,2,Casa,0,58.1,1997,,5.3,True,False,True,28
Buritis,Belo Horizonte,MG,229735.83,2,Apartamento,2,28.3,1984,1028.16,4.1,True,False,False,41
Pampulha,Belo Horizonte,MG,328293.87,2,Casa,0,60.9,1970,,6.4,True,False,False,55
Botafogo,Rio de Janeiro,RJ,731626.79,3,Apartamento,0,71.9,2006,1345.55,6.2,True,False,False,19
Barro Preto,Belo Horizonte,MG,443540.25,3,Casa,1,58.7,2008,,1.7,True,False,False,17
Leblon,Rio de Janeiro,RJ,951212.46,4,Casa,1,107.5,1978,,1.6,True,False,False,47
,São Paulo,SP,343803.71,3,Apartamento,1,46.3,2000,582.76,5.7,True,True,False,25
Tatuapé,São Paulo,SP,684276.15,4,Apartamento,0,79.6,1990,1392.75,4.2,True,False,True,35
Copacabana,Rio de Janeiro,RJ,904200.99,4,Apartamento,3,105.0,1980,402.97,5.2,True,False,True,45
Tijuca,Rio de Janeiro,RJ,1003725.68,4,Casa,3,,2008,,8.8,True,True,False,17
Barro Preto,Belo Horizonte,MG,616643.09,3,Apartamento,,59.7,1985,728.52,5.4,True,False,True,40
Savassi,Belo Horizonte,MG,979428.73,4,Casa,2,104.8,1991,,0.9,True,False,False,34
Santana,São Paulo,SP,1429757.76,7,Apartamento,3,137.0,2002,1371.87,3.1,True,False,False,23
Santana,São Paulo,SP,801066.17,4,Apartamento,2,105.3,1998,1064.45,9.1,True,True,False,27
Barro Preto,Belo Horizonte,MG,667283.33,5,Apartamento,2,85.2,1981,517.95,6.6,True,False,False,44
Tijuca,Rio de Janeiro,RJ,313704.36,2,Apartamento,0,51.9,1973,988.62,5.0,True,False,False,52
Copacabana,Rio de Janeiro,RJ,397878.43,2,Casa,1,49.2,2013,,6.0,True,True,False,12
Moema,São Paulo,SP,865636.25,4,Casa,,87.0,1971,,5.9,True,False,False,54
Leblon,Rio de Janeiro,RJ,832257.36,3,Apartamento,2,93.2,1998,844.87,0.8,True,False,False,27
Botafogo,Rio de Janeiro,RJ,477791.82,2,Apartamento,,78.5,2017,845.2,0.5,True,False,False,8
Buritis,Belo Horizonte,MG,731834.1,4,Apartamento,2,69.4,1997,633.72,4.8,True,False,False,28
Vila Mariana,São Paulo,SP,1030760.51,3,Apartamento,3,90.8,2008,452.23,3.9,True,False,True,17
Tatuapé,São Paulo,SP,928765.39,3,Apartamento,0,76.5,2017,491.65,0.2,True,True,True,8
Botafogo,Rio de Janeiro,RJ,491565.66,6,Apartamento,3,106.4,2015,943.78,12.7,True,False,False,10
Vila Mariana,São Paulo,SP,807682.7,4,Casa,3,,2013,,0.5,True,True,True,12
Pampulha,Belo Horizonte,MG,990711.05,5,Casa,2,118.4,2022,,7.4,True,False,False,3
Botafogo,Rio de Janeiro,RJ,326860.67,2,Casa,0,38.8,2012,,7.2,True,True,True,13
Buritis,Belo Horizonte,MG,389019.19,3,Apartamento,0,40.5,2015,599.47,4.7,True,False,False,10
Ipanema,Rio de Janeiro,RJ,539964.47,2,Casa,2,58.2,2004,,5.2,True,True,False,21
Centro,Belo Horizonte,MG,502523.8,3,Apartamento,0,55.2,2011,883.17,4.3,True,True,False,14
Vila Mariana,São Paulo,SP,604564.56,4,Casa,0,81.0,1979,,-2.3,True,False,True,46
Barro Preto,Belo Horizonte,MG,534625.6,2,Apartamento,0,53.7,1978,1375.27,4.2,True,True,False,47
Tatuapé,São Paulo,SP,509099.56,4,Casa,1,74.2,2008,,0.6,True,False,True,17
Buritis,Belo Horizonte,MG,457364.93,2,Casa,1,,1990,,0.6,True,True,True,35
Vila Mariana,São Paulo,SP,341841.27,2,Casa,2,42.9,1995,,6.9,True,False,False,30
Vila Mariana,São Paulo,SP,444370.71,2,Casa,2,61.5,2010,,1.4,True,False,True,15
Tijuca,Rio de Janeiro,RJ,545360.88,2,Apartamento,2,49.7,1990,1303.68,2.8,True,False,False,35
Centro,Belo Horizonte,MG,743288.55,2,Casa,2,70.5,1972,,5.0,True,False,True,53
Leblon,Rio de Janeiro,RJ,552363.44,4,Apartamento,1,88.9,2014,387.84,6.7,True,True,False,11
Savassi,Belo Horizonte,MG,400377.6,2,Casa,0,66.2,1990,,4.5,True,False,True,35
Botafogo,Rio de Janeiro,RJ,779732.54,7,Apartamento,1,124.5,1982,864.47,6.7,True,False,False,43
Barro Preto,Belo Horizonte,MG,896198.09,5,Casa,2,99.0,2001,,2.3,True,False,False,24
Pampulha,Belo Horizonte,MG,720408.44,4,Apartamento,2,,1976,1358.3,2.9,True,False,False,49
Ipanema,Rio de Janeiro,RJ,524376.07,3,Apartamento,0,49.8,2004,616.18,5.5,True,True,False,21
Leblon,Rio de Janeiro,RJ,855523.17,5,Casa,1,90.9,2006,,2.1,True,False,True,19
Buritis,Belo Horizonte,MG,698027.62,3,Apartamento,2,93.5,2017,376.82,8.4,True,False,False,8
Vila Mariana,São Paulo,SP,543593.85,2,Casa,0,56.1,2021,,5.6,True,True,True,4
Leblon,Rio de Janeiro,RJ,270127.8,2,Apartamento,0,41.2,2015,619.75,5.0,True,False,False,10
,São Paulo,SP,305842.17,2,Apartamento,2,45.9,2023,341.77,7.1,True,False,False,2
Pampulha,Belo Horizonte,MG,350371.64,2,Apartamento,1,47.9,2019,419.29,8.8,True,False,False,6
Tijuca,Rio de Janeiro,RJ,799683.84,3,Casa,2,86.4,1987,,7.5,True,False,True,38
Leblon,Rio de Janeiro,RJ,388344.15,4,Casa,0,67.6,2000,,6.4,True,False,False,25
Moema,São Paulo,SP,569305.25,2,Casa,2,70.7,2006,,5.7,True,False,True,19
Vila Mariana,São Paulo,SP,451213.32,2,Casa,0,60.0,1979,,0.7,True,False,False,46
Santana,São Paulo,SP,655119.38,2,Apartamento,1,68.8,1982,1146.23,7.1,True,False,False,43
Santana,São Paulo,SP,628630.04,6,Casa,3,117.4,2022,,9.0,True,False,False,3
,São Paulo,SP,434275.11,2,Casa,0,54.3,1998,,-0.5,True,False,True,27
Buritis,Belo Horizonte,MG,681614.54,4,Casa,2,102.9,2012,,5.3,True,False,True,13
Pampulha,Belo Horizonte,MG,342913.2,2,Casa,2,60.3,1995,,7.3,True,False,False,30
Ipanema,Rio de Janeiro,RJ,582674.4,5,Casa,0,87.5,1999,,4.7,True,True,True,26
Tatuapé,São Paulo,SP,825782.28,3,Apartamento,2,69.6,2020,1254.92,1.9,True,False,True,5
Barro Preto,Belo Horizonte,MG,501046.15,5,Casa,1,92.2,2016,,8.0,True,False,True,9
Pinheiros,São Paulo,SP,589671.52,2,Casa,1,79.1,2022,,6.5,True,False,True,3
Pinheiros,São Paulo,SP,620575.91,4,Casa,2,,2019,,-0.2,True,False,True,6
Santana,São Paulo,SP,1309944.55,6,Apartamento,3,111.1,2023,1247.02,-0.8,True,False,False,2
Barro Preto,Belo Horizonte,MG,769246.26,2,Casa,0,73.0,2013,,-1.0,True,False,False,12
Pinheiros,São Paulo,SP,864642.63,4,Apartamento,0,81.5,2016,962.07,4.2,True,False,False,9
Savassi,Belo Horizonte,MG,329545.94,2,Apartamento,2,58.4,2003,1097.18,9.5,True,True,False,22
Centro,Belo Horizonte,MG,766653.93,2,Apartamento,1,74.9,1978,900.35,5.0,True,False,False,47
Tatuapé,São Paulo,SP,589319.23,3,Apartamento,1,76.3,1986,1330.6,5.4,True,True,False,39
Leblon,Rio de Janeiro,RJ,389074.59,2,Casa,,45.0,1979,,4.8,True,False,True,46
Tijuca,Rio de Janeiro,RJ,515698.42,2,Apartamento,0,73.1,1995,935.98,4.2,True,False,True,30
Tatuapé,São Paulo,SP,535466.68,3,Apartamento,2,73.0,2002,1244.5,2.4,True,False,False,23
Moema,São Paulo,SP,858499.74,5,Apartamento,3,99.3,1993,1389.13,6.9,True,True,True,32
Santana,São Paulo,SP,864355.08,5,Apartamento,2,81.8,1970,1265.76,1.6,True,False,False,55
Ipanema,Rio de Janeiro,RJ,507395.67,2,Apartamento,0,72.1,1999,999.61,4.1,True,False,False,26
Santana,São Paulo,SP,1303260.0,4,Casa,1,116.0,2001,,5.0,True,True,False,24
,Belo Horizonte,MG,252893.41,3,Apartamento,2,44.9,2017,955.09,6.1,True,False,False,8
Tatuapé,São Paulo,SP,730936.09,3,Casa,2,94.3,1998,,2.1,True,False,False,27
Centro,Belo Horizonte,MG,880139.82,5,Casa,3,90.4,2013,,7.0,True,False,False,12
Santana,São Paulo,SP,497819.36,5,Casa,2,80.2,2004,,7.9,True,False,False,21
Pinheiros,São Paulo,SP,857068.5,5,Casa,2,93.5,2008,,6.9,True,False,False,17
Copacabana,Rio de Janeiro,RJ,643554.72,4,Casa,1,76.2,1980,,7.5,True,False,True,45
Buritis,Belo Horizonte,MG,753435.83,5,Casa,,103.8,2020,,5.1,True,False,False,5
Vila Mariana,São Paulo,SP,729025.72,2,Casa,1,68.8,1992,,2.2,True,False,False,33
Moema,São Paulo,SP,611854.49,5,Apartamento,2,87.8,1986,1264.74,5.3,True,False,False,39
Centro,Belo Horizonte,MG,599724.55,4,Apartamento,0,79.0,1983,463.88,5.0,True,False,True,42
Vila Mariana,São Paulo,SP,603206.59,5,Casa,3,102.9,1982,,5.4,True,False,True,43
Santana,São Paulo,SP,433438.28,3,Casa,0,69.5,1992,,3.8,True,False,True,33
Botafogo,Rio de Janeiro,RJ,1207578.96,5,Apartamento,1,105.0,1992,1110.85,2.6,True,True,False,33
Leblon,Rio de Janeiro,RJ,529282.57,2,Apartamento,0,71.2,2005,660.8,6.7,True,False,False,20
Tatuapé,São Paulo,SP,640618.84,3,Casa,1,67.6,1990,,3.3,True,True,False,35
Pinheiros,São Paulo,SP,795135.61,5,Casa,2,97.4,1988,,4.5,True,False,False,37
Copacabana,Rio de Janeiro,RJ,922110.86,4,Casa,2,118.1,2008,,5.9,True,True,False,17
Leblon,Rio de Janeiro,RJ,160016.37,2,Casa,2,28.8,1987,,7.3,True,False,False,38
Tijuca,Rio de Janeiro,RJ,454794.56,2,Casa,2,44.0,2012,,3.0,True,False,False,13
Santana,São Paulo,SP,472536.45,2,Casa,0,73.2,1994,,6.4,True,False,False,31
Savassi,Belo Horizonte,MG,697288.81,5,Casa,1,80.8,1975,,2.2,True,False,False,50
Barro Preto,Belo Horizonte,MG,479245.04,4,Apartamento,1,73.4,2011,420.28,5.8,True,False,False,14
Copacabana,Rio de Janeiro,RJ,728990.97,2,Apartamento,1,72.4,2001,442.38,7.4,True,False,False,24
Botafogo,Rio de Janeiro,RJ,800926.32,4,Apartamento,0,84.5,2013,317.84,8.2,True,True,True,12
Pinheiros,São Paulo,SP,833759.68,2,Apartamento,0,79.0,1988,903.31,-3.4,True,False,True,37
Buritis,Belo Horizonte,MG,968950.26,6,Apartamento,2,109.7,2017,1075.1,5.1,True,False,False,8
Pinheiros,São Paulo,SP,568219.29,3,Apartamento,3,95.2,2018,966.11,4.5,True,False,False,7
Ipanema,Rio de Janeiro,RJ,634517.1,6,Apartamento,3,105.7,1994,393.31,7.5,True,False,True,31
Pampulha,Belo Horizonte,MG,662003.69,4,Apartamento,1,67.6,1988,749.63,7.2,True,False,True,37
Pampulha,Belo Horizonte,MG,426288.31,3,Casa,0,47.0,2017,,6.9,True,False,False,8
Centro,Belo Horizonte,MG,1240527.5,4,Casa,1,113.9,2003,,3.3,True,False,False,22
Tijuca,Rio de Janeiro,RJ,812210.41,3,Apartamento,0,71.4,2017,544.86,2.3,True,False,False,8
Vila Mariana,São Paulo,SP,758648.42,4,Casa,3,99.6,1970,,5.9,True,False,False,55
Tijuca,Rio de Janeiro,RJ,713053.95,2,Casa,2,73.1,1994,,-0.0,True,False,True,31
Savassi,Belo Horizonte,MG,751250.2,3,Apartamento,2,82.3,1990,396.55,10.6,True,False,False,35
Copacabana,Rio de Janeiro,RJ,528401.44,2,Apartamento,0,62.2,1984,1225.85,9.0,True,False,False,41
Buritis,Belo Horizonte,MG,587985.2,4,Casa,0,67.7,1992,,1.3,True,False,False,33
Copacabana,Rio de Janeiro,RJ,725131.26,4,Apartamento,2,97.0,1992,514.49,-1.0,True,False,False,33
Tatuapé,São Paulo,SP,975101.2,4,Casa,3,100.0,1985,,4.6,True,False,False,40
Santana,São Paulo,SP,442330.82,2,Casa,0,56.5,2022,,5.4,True,True,False,3
Santana,São Paulo,SP,421562.29,2,Casa,0,41.1,1989,,0.9,True,False,False,36
Moema,São Paulo,SP,452767.8,2,Apartamento,2,,2015,797.57,10.2,True,True,False,10
Copacabana,Rio de Janeiro,RJ,570474.17,3,Apartamento,1,74.8,2021,802.6,2.6,True,False,False,4
Vila Mariana,São Paulo,SP,1651738.19,7,Apartamento,1,148.7,1989,1366.44,3.7,True,False,True,36
Copacabana,Rio de Janeiro,RJ,896558.27,4,Casa,1,102.5,1981,,3.3,True,False,False,44
Moema,São Paulo,SP,868852.15,3,Casa,1,77.4,1989,,5.5,True,False,True,36
Ipanema,Rio de Janeiro,RJ,366614.35,3,Casa,2,40.2,1986,,5.6,True,False,False,39
Ipanema,Rio de Janeiro,RJ,889622.58,4,Apartamento,1,82.5,2017,1185.53,6.8,True,True,False,8
Pampulha,Belo Horizonte,MG,571057.07,4,Casa,1,88.2,2011,,-1.0,True,False,True,14
Vila Mariana,São Paulo,SP,491554.01,2,Casa,1,54.3,1976,,5.5,True,True,False,49
Vila Mariana,São Paulo,SP,722855.82,4,Casa,1,80.4,1972,,9.1,True,False,True,53
Copacabana,Rio de Janeiro,RJ,379550.6,4,Apartamento,,65.0,2023,1482.87,4.0,True,False,False,2
Ipanema,Rio de Janeiro,RJ,588870.99,4,Apartamento,1,84.7,2010,393.02,7.2,True,False,False,15
Moema,São Paulo,SP,1468033.55,7,Casa,3,131.9,1974,,1.3,True,False,False,51
Centro,Belo Horizonte,MG,687960.9,5,Apartamento,2,87.7,1997,770.12,2.4,True,False,False,28
Vila Mariana,São Paulo,SP,785515.58,4,Casa,0,81.8,1989,,4.5,True,False,True,36
Centro,Belo Horizonte,MG,447935.08,2,Casa,2,50.6,1980,,5.6,True,False,False,45
Pampulha,Belo Horizonte,MG,533764.5,5,Casa,2,100.3,1991,,8.3,True,False,True,34
Santana,São Paulo,SP,574749.52,4,Casa,2,78.5,2006,,2.5,True,False,False,19
Barro Preto,Belo Horizonte,MG,1055353.58,6,Casa,2,109.3,1975,,1.2,True,False,False,50
Centro,Belo Horizonte,MG,467042.72,4,Apartamento,0,70.6,2013,890.96,4.3,True,True,False,12
Ipanema,Rio de Janeiro,RJ,919829.84,5,Casa,2,82.2,1979,,2.3,True,True,True,46
Santana,São Paulo,SP,402018.43,3,Casa,0,56.1,2006,,4.1,True,False,True,19
Santana,São Paulo,SP,1303400.45,4,Casa,,112.0,1980,,-0.1,True,True,True,45
Pinheiros,São Paulo,SP,1068685.6,5,Apartamento,1,97.5,1984,855.38,-0.1,True,False,False,41
Pinheiros,São Paulo,SP,687852.11,4,Apartamento,0,61.9,2021,759.41,5.9,True,True,False,4
Copacabana,Rio de Janeiro,RJ,835193.79,4,Apartamento,2,83.3,1998,490.57,7.4,True,False,False,27
Pinheiros,São Paulo,SP,554958.92,2,Casa,2,56.6,1984,,5.2,True,False,False,41
Copacabana,Rio de Janeiro,RJ,438693.34,2,Apartamento,0,57.2,1990,1456.03,10.8,True,False,True,35
Ipanema,Rio de Janeiro,RJ,570114.82,4,Casa,0,64.0,1995,,8.7,True,False,True,30
Pinheiros,São Paulo,SP,260725.75,2,Casa,2,45.6,2017,,10.1,True,False,False,8
Moema,São Paulo,SP,353634.02,2,Casa,0,53.2,1999,,6.4,True,False,False,26
Centro,Belo Horizonte,MG,698844.32,3,Apartamento,1,92.8,1973,1121.54,2.5,True,False,False,52
Leblon,Rio de Janeiro,RJ,778378.44,3,Apartamento,1,,1995,1477.61,6.5,True,True,False,30
Botafogo,Rio de Janeiro,RJ,703967.33,4,Apartamento,3,,1977,394.23,2.6,True,True,True,48
Centro,Belo Horizonte,MG,227952.58,2,Casa,0,26.2,1984,,6.8,True,False,False,41
Vila Mariana,São Paulo,SP,741244.26,6,Apartamento,2,120.6,1998,1245.26,7.6,True,False,False,27
Pampulha,Belo Horizonte,MG,352651.15,3,Apartamento,1,65.2,1996,1007.66,8.9,True,False,False,29
Barro Preto,Belo Horizonte,MG,620235.76,5,Casa,2,103.5,2001,,4.8,True,False,False,24
Centro,Belo Horizonte,MG,1008082.93,5,Casa,1,111.9,2014,,6.2,True,False,False,11
Barro Preto,Belo Horizonte,MG,950179.68,4,Apartamento,1,,1992,1419.98,2.6,True,True,False,33
Savassi,Belo Horizonte,MG,715221.48,3,Apartamento,1,69.1,2010,605.14,5.6,True,False,False,15
Buritis,Belo Horizonte,MG,1145293.28,4,Apartamento,2,92.0,1977,387.06,-0.6,True,True,False,48
Barro Preto,Belo Horizonte,MG,639315.6,7,Casa,3,120.0,2002,,11.8,True,False,True,23
Pinheiros,São Paulo,SP,847742.26,4,Casa,2,80.4,2006,,3.1,True,False,False,19
Pinheiros,São Paulo,SP,590863.17,3,Casa,2,81.2,1970,,5.5,True,False,False,55
Centro,Belo Horizonte,MG,420399.82,4,Casa,2,65.9,1987,,-2.0,True,False,False,38
Centro,Belo Horizonte,MG,1132369.57,6,Casa,2,105.8,2002,,4.8,True,False,True,23
Savassi,Belo Horizonte,MG,291286.88,2,Apartamento,1,28.6,1971,596.41,5.6,True,True,True,54
Leblon,Rio de Janeiro,RJ,324581.72,2,Apartamento,1,28.2,2011,570.64,1.5,True,True,False,14
Savassi,Belo Horizonte,MG,1351218.35,5,Casa,2,126.2,1989,,4.0,True,False,False,36
Vila Mariana,São Paulo,SP,427563.02,3,Apartamento,1,53.6,1996,1306.17,8.1,True,False,False,29
Santana,São Paulo,SP,816615.58,5,Casa,1,92.2,1993,,10.1,True,False,False,32
Buritis,Belo Horizonte,MG,880155.66,4,Casa,2,97.7,2006,,5.2,True,False,True,19
Leblon,Rio de Janeiro,RJ,984998.76,3,Apartamento,2,95.0,2006,365.4,0.8,True,False,False,19
Tijuca,Rio de Janeiro,RJ,616106.4,4,Casa,2,,1996,,0.4,True,False,False,29
Botafogo,Rio de Janeiro,RJ,258047.53,2,Casa,0,28.1,1983,,-1.9,True,False,False,42
Vila Mariana,São Paulo,SP,1012446.13,3,Casa,2,81.8,1986,,3.2,True,True,False,39
Barro Preto,Belo Horizonte,MG,968530.87,4,Apartamento,2,105.3,2023,1233.0,2.9,True,False,True,2
Leblon,Rio de Janeiro,RJ,1134240.82,5,Apartamento,1,123.9,1993,684.8,6.7,True,False,False,32
Savassi,Belo Horizonte,MG,558675.52,2,Casa,1,74.6,1999,,4.9,True,True,False,26
Botafogo,Rio de Janeiro,RJ,1075213.81,7,Apartamento,3,137.4,1983,541.92,8.6,True,False,False,42
Botafogo,Rio de Janeiro,RJ,864831.95,4,Casa,1,72.9,1982,,2.3,True,False,True,43
Copacabana,Rio de Janeiro,RJ,671059.38,2,Casa,0,56.4,2014,,0.2,True,False,False,11
Savassi,Belo Horizonte,MG,1132992.87,4,Casa,,105.4,2017,,2.6,True,False,True,8
Pampulha,Belo Horizonte,MG,551278.73,4,Casa,2,79.2,2016,,4.5,True,False,False,9
Moema,São Paulo,SP,1140919.89,6,Casa,3,,1985,,-0.6,True,False,False,40
